PERIODO,MUNICIPIO,DIAGNOSTICO,GENERO,REGIMEN,RANGO_EDAD,CANTIDAD_CASOS,ANIO,MES_NUM,PERIODO_MENSUAL,TRIMESTRE,MES_NOMBRE,SEMESTRE,GRUPO_DIAGNOSTICO,SALUD_MENTAL_CLASS
2024-04-01,PEREIRA,TRASTORNO DEPRESIVO RECURRENTE,MASCULINO,SUBSIDIADO,60+,5,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNO DEPRESIVO RECURRENTE,MASCULINO,VINCULADO,60+,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNO MENTAL NO ESPECIFICADO,FEMENINO,SUBSIDIADO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,"TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO",MASCULINO,OTRO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNO OBSESIVO-COMPULSIVO,FEMENINO,CONTRIBUTIVO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNO OBSESIVO-COMPULSIVO,FEMENINO,OTRO,18-28,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNO OBSESIVO-COMPULSIVO,FEMENINO,SUBSIDIADO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNO OBSESIVO-COMPULSIVO,FEMENINO,SUBSIDIADO,60+,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNO OBSESIVO-COMPULSIVO,MASCULINO,CONTRIBUTIVO,60+,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNO OBSESIVO-COMPULSIVO,MASCULINO,SUBSIDIADO,18-28,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LA CONDUCTA,FEMENINO,CONTRIBUTIVO,6-11,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LA CONDUCTA,FEMENINO,SUBSIDIADO,0-5,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LA CONDUCTA,FEMENINO,SUBSIDIADO,12-17,5,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LA CONDUCTA,FEMENINO,SUBSIDIADO,6-11,3,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LA CONDUCTA,MASCULINO,CONTRIBUTIVO,12-17,3,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LA CONDUCTA,MASCULINO,SUBSIDIADO,12-17,8,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LA CONDUCTA,MASCULINO,SUBSIDIADO,6-11,4,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LA IDENTIDAD DE GENERO,MASCULINO,SUBSIDIADO,18-28,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LA IDENTIDAD DE GENERO,MASCULINO,SUBSIDIADO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LA INGESTION DE ALIMENTOS,FEMENINO,SUBSIDIADO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,"TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD, LESION O DISFUNCION CEREBRAL",FEMENINO,SUBSIDIADO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,"TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD, LESION O DISFUNCION CEREBRAL",MASCULINO,CONTRIBUTIVO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,FEMENINO,CONTRIBUTIVO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,FEMENINO,SUBSIDIADO,12-17,3,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,FEMENINO,SUBSIDIADO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,FEMENINO,SUBSIDIADO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,FEMENINO,SUBSIDIADO,6-11,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,MASCULINO,CONTRIBUTIVO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,MASCULINO,SUBSIDIADO,12-17,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,MASCULINO,SUBSIDIADO,18-28,3,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,MASCULINO,SUBSIDIADO,29-59,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL COMPORTAMIENTO SOCIAL DE COMIENZO ESPECIFICO EN LA NINEZ Y EN LA ADOLESCENCIA,FEMENINO,SUBSIDIADO,0-5,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,FEMENINO,CONTRIBUTIVO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,FEMENINO,CONTRIBUTIVO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,FEMENINO,PARTICULAR,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,FEMENINO,SUBSIDIADO,12-17,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,FEMENINO,SUBSIDIADO,18-28,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,FEMENINO,SUBSIDIADO,29-59,3,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,FEMENINO,SUBSIDIADO,60+,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,MASCULINO,CONTRIBUTIVO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,MASCULINO,SUBSIDIADO,18-28,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,MASCULINO,SUBSIDIADO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,MASCULINO,SUBSIDIADO,60+,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL SUENO,FEMENINO,CONTRIBUTIVO,29-59,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL SUENO,FEMENINO,CONTRIBUTIVO,60+,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL SUENO,FEMENINO,SUBSIDIADO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL SUENO,FEMENINO,SUBSIDIADO,29-59,9,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL SUENO,FEMENINO,SUBSIDIADO,60+,5,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL SUENO,MASCULINO,CONTRIBUTIVO,60+,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL SUENO,MASCULINO,SUBSIDIADO,29-59,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL SUENO,MASCULINO,SUBSIDIADO,6-11,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DEL SUENO,MASCULINO,SUBSIDIADO,60+,7,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DELIRANTES PERSISTENTES,FEMENINO,SUBSIDIADO,60+,3,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DELIRANTES PERSISTENTES,MASCULINO,CONTRIBUTIVO,60+,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DELIRANTES PERSISTENTES,MASCULINO,SUBSIDIADO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DELIRANTES PERSISTENTES,MASCULINO,SUBSIDIADO,60+,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DISOCIATIVOS [ DE CONVERSION ],MASCULINO,CONTRIBUTIVO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS DISOCIATIVOS [ DE CONVERSION ],MASCULINO,SUBSIDIADO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS EMOCIONALES COMIENZO ESPECIFICO EN LA NINEZ,FEMENINO,SUBSIDIADO,0-5,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS EMOCIONALES COMIENZO ESPECIFICO EN LA NINEZ,MASCULINO,CONTRIBUTIVO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS EMOCIONALES COMIENZO ESPECIFICO EN LA NINEZ,MASCULINO,SUBSIDIADO,0-5,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,FEMENINO,CONTRIBUTIVO,18-28,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,FEMENINO,CONTRIBUTIVO,29-59,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,FEMENINO,SUBSIDIADO,18-28,6,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,FEMENINO,SUBSIDIADO,29-59,7,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,MASCULINO,CONTRIBUTIVO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,MASCULINO,CONTRIBUTIVO,60+,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,MASCULINO,OTRO,29-59,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,MASCULINO,SUBSIDIADO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,FEMENINO,CONTRIBUTIVO,0-5,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,FEMENINO,SUBSIDIADO,0-5,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,FEMENINO,SUBSIDIADO,12-17,11,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,FEMENINO,SUBSIDIADO,6-11,13,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,MASCULINO,CONTRIBUTIVO,12-17,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,MASCULINO,SUBSIDIADO,0-5,3,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,MASCULINO,SUBSIDIADO,12-17,12,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,MASCULINO,SUBSIDIADO,6-11,18,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE,MASCULINO,SUBSIDIADO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE,MASCULINO,SUBSIDIADO,6-11,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESPECIFICOS MIXTOS DESARROLLO,MASCULINO,SUBSIDIADO,0-5,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESQUIZOAFECTANIVOS,FEMENINO,CONTRIBUTIVO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESQUIZOAFECTANIVOS,FEMENINO,SUBSIDIADO,29-59,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESQUIZOAFECTANIVOS,MASCULINO,OTRO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS ESQUIZOAFECTANIVOS,MASCULINO,SUBSIDIADO,29-59,5,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS FOBICOS DE ANSIEDAD,FEMENINO,SUBSIDIADO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS FOBICOS DE ANSIEDAD,FEMENINO,SUBSIDIADO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS FOBICOS DE ANSIEDAD,FEMENINO,SUBSIDIADO,29-59,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS FOBICOS DE ANSIEDAD,FEMENINO,SUBSIDIADO,6-11,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS FOBICOS DE ANSIEDAD,MASCULINO,CONTRIBUTIVO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS FOBICOS DE ANSIEDAD,MASCULINO,SUBSIDIADO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS FOBICOS DE ANSIEDAD,MASCULINO,SUBSIDIADO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS FOBICOS DE ANSIEDAD,MASCULINO,SUBSIDIADO,6-11,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS GENERALIZADOS DEL DESARROLLO,FEMENINO,OTRO,6-11,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS GENERALIZADOS DEL DESARROLLO,FEMENINO,SUBSIDIADO,0-5,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS GENERALIZADOS DEL DESARROLLO,MASCULINO,CONTRIBUTIVO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS GENERALIZADOS DEL DESARROLLO,MASCULINO,CONTRIBUTIVO,6-11,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS GENERALIZADOS DEL DESARROLLO,MASCULINO,OTRO,12-17,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS GENERALIZADOS DEL DESARROLLO,MASCULINO,SUBSIDIADO,0-5,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS GENERALIZADOS DEL DESARROLLO,MASCULINO,SUBSIDIADO,12-17,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS GENERALIZADOS DEL DESARROLLO,MASCULINO,SUBSIDIADO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS GENERALIZADOS DEL DESARROLLO,MASCULINO,SUBSIDIADO,6-11,5,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS HIPERCINETICOS,FEMENINO,SUBSIDIADO,0-5,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS HIPERCINETICOS,FEMENINO,SUBSIDIADO,12-17,4,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS HIPERCINETICOS,FEMENINO,SUBSIDIADO,6-11,8,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS HIPERCINETICOS,MASCULINO,CONTRIBUTIVO,12-17,3,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS HIPERCINETICOS,MASCULINO,OTRO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS HIPERCINETICOS,MASCULINO,OTRO,6-11,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS HIPERCINETICOS,MASCULINO,SUBSIDIADO,0-5,5,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS HIPERCINETICOS,MASCULINO,SUBSIDIADO,12-17,18,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS HIPERCINETICOS,MASCULINO,SUBSIDIADO,6-11,24,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS,FEMENINO,SUBSIDIADO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,FEMENINO,CONTRIBUTIVO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,FEMENINO,SUBSIDIADO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,FEMENINO,SUBSIDIADO,18-28,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,FEMENINO,SUBSIDIADO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,MASCULINO,CONTRIBUTIVO,12-17,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,MASCULINO,CONTRIBUTIVO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,MASCULINO,CONTRIBUTIVO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,MASCULINO,OTRO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,MASCULINO,SUBSIDIADO,12-17,8,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,MASCULINO,SUBSIDIADO,18-28,16,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,MASCULINO,SUBSIDIADO,29-59,9,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,FEMENINO,CONTRIBUTIVO,29-59,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,FEMENINO,SUBSIDIADO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,FEMENINO,SUBSIDIADO,18-28,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,FEMENINO,SUBSIDIADO,29-59,3,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,MASCULINO,CONTRIBUTIVO,29-59,2,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
2024-04-01,PEREIRA,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,MASCULINO,SUBSIDIADO,12-17,1,2024,4,2024-04,2,April,1,SALUD_MENTAL,SALUD_MENTAL
