anio_mes,municipio_residencia,grupo_diagnostico,genero_paciente,regimen_atencion,rango_edad,total_casos
2024-06,LA VIRGINIA,Esquizofrenia,MASCULINO,SUBSIDIADO,29-59,3
2024-06,LA VIRGINIA,Esquizofrenia,MASCULINO,SUBSIDIADO,60+,1
2024-06,LA VIRGINIA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,SUBSIDIADO,60+,1
2024-06,LA VIRGINIA,Obesidad,FEMENINO,CONTRIBUTIVO,29-59,1
2024-06,LA VIRGINIA,Obesidad,FEMENINO,SUBSIDIADO,29-59,1
2024-06,LA VIRGINIA,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,29-59,2
2024-06,LA VIRGINIA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,12-17,1
2024-06,LA VIRGINIA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,29-59,2
2024-06,LA VIRGINIA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,60+,2
2024-06,LA VIRGINIA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,29-59,2
2024-06,LA VIRGINIA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,12-17,1
2024-06,LA VIRGINIA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,6-11,1
2024-06,LA VIRGINIA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,CONTRIBUTIVO,18-28,1
2024-06,LA VIRGINIA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,SUBSIDIADO,29-59,1
2024-06,LA VIRGINIA,Problemas Relacionados Con El Ambiente Social,FEMENINO,SUBSIDIADO,18-28,1
2024-06,LA VIRGINIA,"Psicosis De Origen No Organico, No Especificada",FEMENINO,SUBSIDIADO,12-17,1
2024-06,LA VIRGINIA,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,4
2024-06,LA VIRGINIA,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,60+,1
2024-06,LA VIRGINIA,Trastorno Afectivo Bipolar,MASCULINO,CONTRIBUTIVO,29-59,1
2024-06,LA VIRGINIA,Trastorno Depresivo Recurrente,FEMENINO,SUBSIDIADO,18-28,1
2024-06,LA VIRGINIA,Trastorno Depresivo Recurrente,FEMENINO,SUBSIDIADO,29-59,1
2024-06,LA VIRGINIA,Trastorno Depresivo Recurrente,MASCULINO,SUBSIDIADO,18-28,1
2024-06,LA VIRGINIA,Trastornos De La Conducta,MASCULINO,SUBSIDIADO,6-11,1
2024-06,LA VIRGINIA,Trastornos Del Sueno,FEMENINO,SUBSIDIADO,29-59,1
2024-06,LA VIRGINIA,Trastornos Esquizoafectanivos,FEMENINO,SUBSIDIADO,12-17,1
2024-06,LA VIRGINIA,Trastornos Generalizados Del Desarrollo,FEMENINO,SUBSIDIADO,6-11,1
2024-06,LA VIRGINIA,Trastornos Generalizados Del Desarrollo,MASCULINO,SUBSIDIADO,0-5,2
2024-06,LA VIRGINIA,Trastornos Generalizados Del Desarrollo,MASCULINO,SUBSIDIADO,6-11,1
2024-06,LA VIRGINIA,Trastornos Hipercineticos,FEMENINO,CONTRIBUTIVO,0-5,1
2024-06,LA VIRGINIA,Trastornos Hipercineticos,MASCULINO,SUBSIDIADO,6-11,2
2024-06,LA VIRGINIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides,FEMENINO,SUBSIDIADO,18-28,1
2024-06,LA VIRGINIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides,FEMENINO,SUBSIDIADO,29-59,1
2024-06,LA VIRGINIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cocaina,MASCULINO,SUBSIDIADO,18-28,2
2024-06,LA VIRGINIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas,MASCULINO,SUBSIDIADO,12-17,1
2024-06,LA VIRGINIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas,MASCULINO,SUBSIDIADO,18-28,1
2024-06,LA VIRGINIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos,FEMENINO,SUBSIDIADO,29-59,1
2024-06,LA VIRGINIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos,MASCULINO,OTRO,29-59,1
2024-06,LA VIRGINIA,Trastornos Mixtos De La Conducta Y De Las Emociones,MASCULINO,CONTRIBUTIVO,12-17,1
2024-06,MANIZALES,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,29-59,1
2024-06,MANIZALES,Problemas Relacionados Con El Empleo Y El Desempleo,FEMENINO,CONTRIBUTIVO,29-59,1
2024-06,MANIZALES,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,CONTRIBUTIVO,29-59,1
2024-06,MANIZALES,Retraso Mental Moderado,FEMENINO,SUBSIDIADO,6-11,1
2024-06,MANIZALES,Retraso Mental Moderado,MASCULINO,CONTRIBUTIVO,29-59,1
2024-06,MANIZALES,Trastorno Afectivo Bipolar,FEMENINO,OTRO,29-59,1
2024-06,MANIZALES,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,1
2024-06,MARSELLA,Dolor No Clasificadas En Otra Parte,MASCULINO,CONTRIBUTIVO,29-59,1
2024-06,MARSELLA,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,18-28,1
2024-06,MARSELLA,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,29-59,3
2024-06,MARSELLA,Esquizofrenia,MASCULINO,SUBSIDIADO,18-28,1
2024-06,MARSELLA,Esquizofrenia,MASCULINO,SUBSIDIADO,29-59,1
2024-06,MARSELLA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,MASCULINO,CONTRIBUTIVO,60+,1
2024-06,MARSELLA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,FEMENINO,SUBSIDIADO,12-17,1
2024-06,MARSELLA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,29-59,3
2024-06,MARSELLA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,18-28,1
2024-06,MARSELLA,Problemas Relacionados Con El Ambiente Social,FEMENINO,CONTRIBUTIVO,12-17,1
2024-06,MARSELLA,"Psicosis De Origen No Organico, No Especificada",FEMENINO,SUBSIDIADO,29-59,1
2024-06,MARSELLA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,SUBSIDIADO,29-59,1
2024-06,MARSELLA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,MASCULINO,SUBSIDIADO,29-59,1
2024-06,MARSELLA,Retraso Mental Leve,FEMENINO,SUBSIDIADO,18-28,1
2024-06,MARSELLA,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,1
2024-06,MARSELLA,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,60+,1
2024-06,MARSELLA,Trastorno Depresivo Recurrente,FEMENINO,CONTRIBUTIVO,12-17,1
2024-06,MARSELLA,Trastorno Depresivo Recurrente,FEMENINO,SUBSIDIADO,29-59,1
2024-06,MARSELLA,Trastorno Depresivo Recurrente,MASCULINO,CONTRIBUTIVO,29-59,2
2024-06,MARSELLA,Trastornos Especificos Del Desarrollo De Las Habilidades Escolares,FEMENINO,SUBSIDIADO,6-11,1
2024-06,MARSELLA,Trastornos Esquizoafectanivos,MASCULINO,CONTRIBUTIVO,18-28,1
2024-06,MARSELLA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides,MASCULINO,CONTRIBUTIVO,18-28,1
2024-06,MARSELLA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas,MASCULINO,SUBSIDIADO,29-59,1
2024-06,MEDELLIN,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,29-59,1
2024-06,MISTRATO,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,18-28,1
2024-06,MISTRATO,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,FEMENINO,SUBSIDIADO,12-17,1
2024-06,MISTRATO,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,MASCULINO,CONTRIBUTIVO,12-17,1
2024-06,MISTRATO,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,60+,1
2024-06,MISTRATO,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,18-28,1
2024-06,MISTRATO,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,60+,1
2024-06,MISTRATO,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,29-59,1
2024-06,MISTRATO,Otros Trastornos Funcionales Del Intestino,FEMENINO,SUBSIDIADO,29-59,1
2024-06,MISTRATO,"Psicosis De Origen No Organico, No Especificada",MASCULINO,SUBSIDIADO,18-28,1
2024-06,MISTRATO,Retraso Mental Grave,MASCULINO,SUBSIDIADO,60+,1
2024-06,MISTRATO,Retraso Mental Moderado,MASCULINO,CONTRIBUTIVO,29-59,1
2024-06,MISTRATO,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,2
2024-06,MISTRATO,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,60+,2
2024-06,MISTRATO,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides,MASCULINO,SUBSIDIADO,18-28,2
2024-06,MISTRATO,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cocaina,MASCULINO,SUBSIDIADO,60+,1
2024-06,MISTRATO,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Disolventes Volatiles,MASCULINO,SUBSIDIADO,18-28,1
2024-06,MONTENEGRO,Episodio Depresivo,MASCULINO,SUBSIDIADO,29-59,1
2024-06,MONTENEGRO,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,FEMENINO,SUBSIDIADO,60+,1
2024-06,MONTENEGRO,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas,MASCULINO,SUBSIDIADO,29-59,1
2024-06,OBANDO,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,18-28,3
2024-06,PEREIRA,Ataques De Isquemia Cerebral Transitoria Y Sindromes Afines,MASCULINO,CONTRIBUTIVO,60+,1
2024-06,PEREIRA,Cambios Perdurables De La Personalidad No Atribuibles A Lesion O A Enfermedad Cerebral,FEMENINO,SUBSIDIADO,12-17,1
2024-06,PEREIRA,Cambios Perdurables De La Personalidad No Atribuibles A Lesion O A Enfermedad Cerebral,FEMENINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Cefalea,MASCULINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,Cefalea,MASCULINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Celulitis,MASCULINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,"Delirio, No Inducido Por El Alcohol O Por Otras Sustancias Psicoactivas",FEMENINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,"Delirio, No Inducido Por El Alcohol O Por Otras Sustancias Psicoactivas",MASCULINO,CONTRIBUTIVO,29-59,1
2024-06,PEREIRA,Demencia En La Enfermedad De Alzheimer,FEMENINO,CONTRIBUTIVO,60+,4
2024-06,PEREIRA,Demencia En La Enfermedad De Alzheimer,FEMENINO,SUBSIDIADO,60+,9
2024-06,PEREIRA,Demencia En La Enfermedad De Alzheimer,MASCULINO,CONTRIBUTIVO,60+,4
2024-06,PEREIRA,Demencia En La Enfermedad De Alzheimer,MASCULINO,OTRO,60+,1
2024-06,PEREIRA,Demencia En La Enfermedad De Alzheimer,MASCULINO,SUBSIDIADO,60+,3
2024-06,PEREIRA,Demencia En Otras Enfermedades Clasificadas En Otra Parte,FEMENINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Demencia En Otras Enfermedades Clasificadas En Otra Parte,MASCULINO,SUBSIDIADO,60+,1
2024-06,PEREIRA,Demencia No Especificada,FEMENINO,CONTRIBUTIVO,60+,1
2024-06,PEREIRA,Demencia No Especificada,FEMENINO,SUBSIDIADO,60+,12
2024-06,PEREIRA,Demencia No Especificada,MASCULINO,CONTRIBUTIVO,60+,1
2024-06,PEREIRA,Demencia No Especificada,MASCULINO,OTRO,60+,1
2024-06,PEREIRA,Demencia No Especificada,MASCULINO,SUBSIDIADO,29-59,2
2024-06,PEREIRA,Demencia No Especificada,MASCULINO,SUBSIDIADO,60+,10
2024-06,PEREIRA,Diabetes Mellitus Insulinodependiente,FEMENINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Distonia,FEMENINO,SUBSIDIADO,60+,1
2024-06,PEREIRA,Dolor Abdominal Y Pelvico,MASCULINO,SUBSIDIADO,29-59,2
2024-06,PEREIRA,Dolor No Clasificadas En Otra Parte,FEMENINO,CONTRIBUTIVO,29-59,2
2024-06,PEREIRA,Dolor No Clasificadas En Otra Parte,FEMENINO,OTRO,29-59,1
2024-06,PEREIRA,Dolor No Clasificadas En Otra Parte,FEMENINO,SUBSIDIADO,29-59,2
2024-06,PEREIRA,Dolor No Clasificadas En Otra Parte,FEMENINO,SUBSIDIADO,60+,1
2024-06,PEREIRA,Dolor No Clasificadas En Otra Parte,MASCULINO,CONTRIBUTIVO,29-59,1
2024-06,PEREIRA,Dolor No Clasificadas En Otra Parte,MASCULINO,CONTRIBUTIVO,60+,1
2024-06,PEREIRA,Dolor No Clasificadas En Otra Parte,MASCULINO,OTRO,29-59,1
2024-06,PEREIRA,Dolor No Clasificadas En Otra Parte,MASCULINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Dolor No Clasificadas En Otra Parte,MASCULINO,SUBSIDIADO,60+,1
2024-06,PEREIRA,Dorsalgia,FEMENINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,ESQUIZOFRENIA RESIDUAL,FEMENINO,SUBSIDIADO,60+,4
2024-06,PEREIRA,Efectos Adversos De Drogas Psicotropicas No Clasificadas En Otra Parte,MASCULINO,CONTRIBUTIVO,29-59,1
2024-06,PEREIRA,Enfermedad De Alzheimer,MASCULINO,SUBSIDIADO,60+,1
2024-06,PEREIRA,"Enfermedad Por Virus De La Inmunodeficiencia Humana [ Vih ], Sin Otra Especificacion",MASCULINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Epilepsia,FEMENINO,SUBSIDIADO,12-17,1
2024-06,PEREIRA,Epilepsia,FEMENINO,SUBSIDIADO,29-59,4
2024-06,PEREIRA,Epilepsia,FEMENINO,SUBSIDIADO,6-11,1
2024-06,PEREIRA,Epilepsia,MASCULINO,OTRO,29-59,1
2024-06,PEREIRA,Epilepsia,MASCULINO,SUBSIDIADO,12-17,1
2024-06,PEREIRA,Epilepsia,MASCULINO,SUBSIDIADO,29-59,7
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,12-17,1
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,18-28,2
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,29-59,11
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,60+,4
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,OTRO,18-28,1
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,OTRO,29-59,1
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,SUBSIDIADO,12-17,10
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,SUBSIDIADO,18-28,3
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,SUBSIDIADO,29-59,14
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,SUBSIDIADO,6-11,1
2024-06,PEREIRA,Episodio Depresivo,FEMENINO,SUBSIDIADO,60+,7
2024-06,PEREIRA,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,29-59,6
2024-06,PEREIRA,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,60+,2
2024-06,PEREIRA,Episodio Depresivo,MASCULINO,OTRO,29-59,2
2024-06,PEREIRA,Episodio Depresivo,MASCULINO,SUBSIDIADO,12-17,2
2024-06,PEREIRA,Episodio Depresivo,MASCULINO,SUBSIDIADO,18-28,2
2024-06,PEREIRA,Episodio Depresivo,MASCULINO,SUBSIDIADO,29-59,5
2024-06,PEREIRA,Episodio Depresivo,MASCULINO,SUBSIDIADO,60+,7
2024-06,PEREIRA,Esquizofrenia,FEMENINO,CONTRIBUTIVO,29-59,1
2024-06,PEREIRA,Esquizofrenia,FEMENINO,SUBSIDIADO,12-17,1
2024-06,PEREIRA,Esquizofrenia,FEMENINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,Esquizofrenia,FEMENINO,SUBSIDIADO,29-59,11
2024-06,PEREIRA,Esquizofrenia,FEMENINO,SUBSIDIADO,60+,5
2024-06,PEREIRA,Esquizofrenia,MASCULINO,CONTRIBUTIVO,12-17,1
2024-06,PEREIRA,Esquizofrenia,MASCULINO,CONTRIBUTIVO,29-59,3
2024-06,PEREIRA,Esquizofrenia,MASCULINO,CONTRIBUTIVO,60+,1
2024-06,PEREIRA,Esquizofrenia,MASCULINO,OTRO,18-28,2
2024-06,PEREIRA,Esquizofrenia,MASCULINO,OTRO,29-59,4
2024-06,PEREIRA,Esquizofrenia,MASCULINO,SUBSIDIADO,12-17,1
2024-06,PEREIRA,Esquizofrenia,MASCULINO,SUBSIDIADO,18-28,16
2024-06,PEREIRA,Esquizofrenia,MASCULINO,SUBSIDIADO,29-59,44
2024-06,PEREIRA,Esquizofrenia,MASCULINO,SUBSIDIADO,60+,9
2024-06,PEREIRA,Estado De Infeccion Asintomatica Por El Virus De La Inmunodeficiencia Humana [ Vih ],FEMENINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,CONTRIBUTIVO,18-28,1
2024-06,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,SUBSIDIADO,12-17,1
2024-06,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,SUBSIDIADO,29-59,4
2024-06,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,SUBSIDIADO,6-11,1
2024-06,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,SUBSIDIADO,60+,2
2024-06,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,SUBSIDIADO,0-5,1
2024-06,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,SUBSIDIADO,12-17,1
2024-06,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,FEMENINO,CONTRIBUTIVO,29-59,2
2024-06,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,FEMENINO,SUBSIDIADO,29-59,2
2024-06,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,FEMENINO,SUBSIDIADO,60+,1
2024-06,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,MASCULINO,SUBSIDIADO,12-17,3
2024-06,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,MASCULINO,SUBSIDIADO,60+,2
2024-06,PEREIRA,Examen Y Observacion Por Otras Razones,FEMENINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,Examen Y Prueba Del Embarazo,FEMENINO,OTRO,29-59,1
2024-06,PEREIRA,Falta Del Desarrollo Fisiologico Normal Esperado,FEMENINO,SUBSIDIADO,0-5,1
2024-06,PEREIRA,Falta Del Desarrollo Fisiologico Normal Esperado,MASCULINO,SUBSIDIADO,0-5,1
2024-06,PEREIRA,Hipertension Esencial (Primaria),FEMENINO,SUBSIDIADO,60+,1
2024-06,PEREIRA,Historia Personal De Factores De Riesgo No Clasificadas En Otra Parte,FEMENINO,CONTRIBUTIVO,12-17,1
2024-06,PEREIRA,Historia Personal De Factores De Riesgo No Clasificadas En Otra Parte,FEMENINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,Historia Personal De Factores De Riesgo No Clasificadas En Otra Parte,MASCULINO,CONTRIBUTIVO,18-28,1
2024-06,PEREIRA,Infecciones Debidas A Otras Micobacterias,MASCULINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,Influenza Debida A Virus No Identificado,MASCULINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,Nausea Y Vomito,FEMENINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Negligencia Y Abandono,MASCULINO,SUBSIDIADO,12-17,1
2024-06,PEREIRA,Obesidad,FEMENINO,CONTRIBUTIVO,29-59,1
2024-06,PEREIRA,Obesidad,FEMENINO,SUBSIDIADO,12-17,1
2024-06,PEREIRA,Obesidad,FEMENINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,Obesidad,FEMENINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Otras Dorsopatias Deformantes,MASCULINO,OTRO,29-59,1
2024-06,PEREIRA,Otras Enfermedades Del Esofago,FEMENINO,SUBSIDIADO,12-17,1
2024-06,PEREIRA,Otras Entesopatias,FEMENINO,CONTRIBUTIVO,29-59,1
2024-06,PEREIRA,Otros Examenes Especiales Personas Sin Quejas O Sin Diagnostico Informado,MASCULINO,OTRO,29-59,1
2024-06,PEREIRA,Otros Problemas Relacionados Con La Crianza Del Nino,FEMENINO,SUBSIDIADO,0-5,1
2024-06,PEREIRA,Otros Sindromes De Maltrato,FEMENINO,CONTRIBUTIVO,18-28,1
2024-06,PEREIRA,Otros Sintomas Y Signos Generales,MASCULINO,SUBSIDIADO,6-11,2
2024-06,PEREIRA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,FEMENINO,CONTRIBUTIVO,60+,2
2024-06,PEREIRA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,FEMENINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,FEMENINO,SUBSIDIADO,60+,2
2024-06,PEREIRA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,MASCULINO,SUBSIDIADO,0-5,1
2024-06,PEREIRA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,MASCULINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,MASCULINO,SUBSIDIADO,60+,1
2024-06,PEREIRA,Otros Tipos De Retraso Mental,MASCULINO,SUBSIDIADO,60+,1
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,18-28,6
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,29-59,31
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,60+,13
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,OTRO,12-17,1
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,OTRO,18-28,2
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,OTRO,29-59,4
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,OTRO,60+,7
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,PARTICULAR,29-59,2
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,12-17,12
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,18-28,15
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,29-59,58
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,6-11,2
2024-06,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,60+,31
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,12-17,1
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,18-28,1
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,29-59,11
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,60+,7
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,OTRO,29-59,1
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,OTRO,60+,1
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,12-17,4
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,18-28,6
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,29-59,7
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,6-11,1
2024-06,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,60+,5
2024-06,PEREIRA,Otros Trastornos De Los Tejidos Blandos No Clasificados En Otra Parte,FEMENINO,CONTRIBUTIVO,29-59,2
2024-06,PEREIRA,Otros Trastornos De Los Tejidos Blandos No Clasificados En Otra Parte,FEMENINO,SUBSIDIADO,29-59,1
2024-06,PEREIRA,Otros Trastornos Del Desarrollo Psicologico,FEMENINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,Otros Trastornos Del Sistema Urinario,FEMENINO,CONTRIBUTIVO,60+,1
2024-06,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,CONTRIBUTIVO,12-17,2
2024-06,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,CONTRIBUTIVO,18-28,2
2024-06,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,12-17,23
2024-06,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,6-11,3
2024-06,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,MASCULINO,SUBSIDIADO,12-17,18
2024-06,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,MASCULINO,SUBSIDIADO,6-11,5
2024-06,PEREIRA,Otros Trastornos Funcionales Del Intestino,MASCULINO,OTRO,29-59,1
2024-06,PEREIRA,Otros Trastornos Funcionales Del Intestino,MASCULINO,SUBSIDIADO,18-28,1
2024-06,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",FEMENINO,SUBSIDIADO,18-28,1
