anio_mes,municipio_residencia,grupo_diagnostico,genero_paciente,regimen_atencion,rango_edad,total_casos
2024-02,QUINCHIA,Trastornos Adrenogenitales,FEMENINO,SUBSIDIADO,6-11,1
2024-02,QUINCHIA,Trastornos De La Conducta,MASCULINO,SUBSIDIADO,6-11,1
2024-02,QUINCHIA,Trastornos Del Sueno,MASCULINO,SUBSIDIADO,18-28,1
2024-02,QUINCHIA,Trastornos Especificos De La Personalidad,FEMENINO,SUBSIDIADO,18-28,1
2024-02,QUINCHIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides,MASCULINO,SUBSIDIADO,60+,1
2024-02,RISARALDA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,RISARALDA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,MASCULINO,SUBSIDIADO,29-59,1
2024-02,RISARALDA,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,1
2024-02,RISARALDA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Demencia No Especificada,FEMENINO,SUBSIDIADO,60+,3
2024-02,SANTA ROSA DE CABAL,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,SANTA ROSA DE CABAL,Episodio Depresivo,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Episodio Depresivo,FEMENINO,SUBSIDIADO,60+,1
2024-02,SANTA ROSA DE CABAL,Episodio Depresivo,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Episodio Depresivo,MASCULINO,SUBSIDIADO,60+,1
2024-02,SANTA ROSA DE CABAL,Esquizofrenia,FEMENINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Esquizofrenia,MASCULINO,OTRO,29-59,1
2024-02,SANTA ROSA DE CABAL,Esquizofrenia,MASCULINO,SUBSIDIADO,29-59,4
2024-02,SANTA ROSA DE CABAL,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,SUBSIDIADO,29-59,2
2024-02,SANTA ROSA DE CABAL,"Lesion Autoinflingida Intencionalmente Por Ahorcamiento, Estrangulamiento O Sofocacion",MASCULINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,MASCULINO,CONTRIBUTIVO,60+,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,12-17,2
2024-02,SANTA ROSA DE CABAL,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,29-59,7
2024-02,SANTA ROSA DE CABAL,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,60+,4
2024-02,SANTA ROSA DE CABAL,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,60+,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,60+,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,12-17,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,6-11,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,MASCULINO,SUBSIDIADO,12-17,1
2024-02,SANTA ROSA DE CABAL,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,MASCULINO,SUBSIDIADO,6-11,3
2024-02,SANTA ROSA DE CABAL,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",FEMENINO,SUBSIDIADO,60+,2
2024-02,SANTA ROSA DE CABAL,Problemas Relacionados Con El Ambiente Social,FEMENINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Problemas Relacionados Con Hechos Negativos En La Ninez,FEMENINO,SUBSIDIADO,6-11,1
2024-02,SANTA ROSA DE CABAL,"Psicosis De Origen No Organico, No Especificada",MASCULINO,OTRO,29-59,1
2024-02,SANTA ROSA DE CABAL,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,CONTRIBUTIVO,29-59,4
2024-02,SANTA ROSA DE CABAL,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,SUBSIDIADO,12-17,2
2024-02,SANTA ROSA DE CABAL,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,SUBSIDIADO,29-59,3
2024-02,SANTA ROSA DE CABAL,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,SUBSIDIADO,60+,2
2024-02,SANTA ROSA DE CABAL,Reaccion Al Estres Grave Y Trastornos De Adaptacion,MASCULINO,SUBSIDIADO,60+,1
2024-02,SANTA ROSA DE CABAL,Retraso Mental Leve,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Retraso Mental Moderado,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Retraso Mental Moderado,MASCULINO,OTRO,29-59,1
2024-02,SANTA ROSA DE CABAL,Sintomas Y Signos Que Involucran La Apariencia Y El Comportamiento,MASCULINO,SUBSIDIADO,6-11,1
2024-02,SANTA ROSA DE CABAL,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,18-28,5
2024-02,SANTA ROSA DE CABAL,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,2
2024-02,SANTA ROSA DE CABAL,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,60+,1
2024-02,SANTA ROSA DE CABAL,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,12-17,1
2024-02,SANTA ROSA DE CABAL,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,18-28,2
2024-02,SANTA ROSA DE CABAL,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,29-59,2
2024-02,SANTA ROSA DE CABAL,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,60+,2
2024-02,SANTA ROSA DE CABAL,Trastorno Depresivo Recurrente,FEMENINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Trastorno Depresivo Recurrente,FEMENINO,SUBSIDIADO,60+,1
2024-02,SANTA ROSA DE CABAL,Trastorno Depresivo Recurrente,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Trastorno Obsesivo-Compulsivo,FEMENINO,SUBSIDIADO,60+,1
2024-02,SANTA ROSA DE CABAL,Trastornos De La Conducta,MASCULINO,CONTRIBUTIVO,6-11,1
2024-02,SANTA ROSA DE CABAL,Trastornos De Los Habitos Y De Los Impulsos,MASCULINO,SUBSIDIADO,18-28,2
2024-02,SANTA ROSA DE CABAL,Trastornos Del Sueno,FEMENINO,SUBSIDIADO,18-28,2
2024-02,SANTA ROSA DE CABAL,Trastornos Del Sueno,FEMENINO,SUBSIDIADO,29-59,2
2024-02,SANTA ROSA DE CABAL,Trastornos Del Sueno,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Trastornos Especificos De La Personalidad,FEMENINO,SUBSIDIADO,18-28,2
2024-02,SANTA ROSA DE CABAL,Trastornos Especificos De La Personalidad,FEMENINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Trastornos Especificos De La Personalidad,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Trastornos Especificos Del Desarrollo De Las Habilidades Escolares,FEMENINO,SUBSIDIADO,12-17,1
2024-02,SANTA ROSA DE CABAL,Trastornos Especificos Del Desarrollo De Las Habilidades Escolares,MASCULINO,SUBSIDIADO,6-11,3
2024-02,SANTA ROSA DE CABAL,Trastornos Hipercineticos,MASCULINO,SUBSIDIADO,6-11,2
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides,MASCULINO,CONTRIBUTIVO,12-17,1
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides,MASCULINO,SUBSIDIADO,12-17,2
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides,MASCULINO,SUBSIDIADO,18-28,2
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cocaina,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cocaina,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas,MASCULINO,OTRO,29-59,1
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas,MASCULINO,SUBSIDIADO,12-17,3
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas,MASCULINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos,MASCULINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso Del Alcohol,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,SANTA ROSA DE CABAL,Trastornos Mentales Y Del Comportamiento Debidos Al Uso Del Alcohol,MASCULINO,SUBSIDIADO,29-59,2
2024-02,SANTA ROSA DE CABAL,Trastornos Mixtos De La Conducta Y De Las Emociones,MASCULINO,CONTRIBUTIVO,12-17,1
2024-02,SANTA ROSA DE CABAL,Trastornos No Organicos Del Sueno,FEMENINO,CONTRIBUTIVO,12-17,1
2024-02,SANTA ROSA DE CABAL,Trastornos No Organicos Del Sueno,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTA ROSA DE CABAL,Trastornos No Organicos Del Sueno,MASCULINO,SUBSIDIADO,18-28,1
2024-02,SANTUARIO,Demencia En La Enfermedad De Alzheimer,MASCULINO,SUBSIDIADO,60+,1
2024-02,SANTUARIO,Enfermedad De Alzheimer,FEMENINO,CONTRIBUTIVO,60+,1
2024-02,SANTUARIO,Epilepsia,FEMENINO,SUBSIDIADO,29-59,1
2024-02,SANTUARIO,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,SANTUARIO,Episodio Depresivo,FEMENINO,SUBSIDIADO,60+,1
2024-02,SANTUARIO,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,18-28,1
2024-02,SANTUARIO,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,29-59,1
2024-02,SANTUARIO,Episodio Depresivo,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTUARIO,Hipertension Esencial (Primaria),FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,SANTUARIO,Hipotension,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,SANTUARIO,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,12-17,1
2024-02,SANTUARIO,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,18-28,3
2024-02,SANTUARIO,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,29-59,1
2024-02,SANTUARIO,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,60+,1
2024-02,SANTUARIO,Otros Trastornos Funcionales Del Intestino,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,SANTUARIO,"Psicosis De Origen No Organico, No Especificada",FEMENINO,SUBSIDIADO,29-59,1
2024-02,SANTUARIO,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,SANTUARIO,Retraso Mental Grave,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTUARIO,Retraso Mental Leve,FEMENINO,SUBSIDIADO,12-17,2
2024-02,SANTUARIO,Retraso Mental Leve,FEMENINO,SUBSIDIADO,29-59,1
2024-02,SANTUARIO,Retraso Mental Leve,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTUARIO,Sindrome De Down,FEMENINO,SUBSIDIADO,12-17,1
2024-02,SANTUARIO,Trastorno Afectivo Bipolar,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,SANTUARIO,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTUARIO,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,2
2024-02,SANTUARIO,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,60+,2
2024-02,SANTUARIO,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,29-59,2
2024-02,SANTUARIO,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,60+,3
2024-02,SANTUARIO,"Trastorno Del Humor [ Afectivo ], No Especificado",FEMENINO,CONTRIBUTIVO,18-28,1
2024-02,SANTUARIO,"Trastorno Del Humor [ Afectivo ], No Especificado",FEMENINO,SUBSIDIADO,18-28,1
2024-02,SANTUARIO,"Trastorno Del Humor [ Afectivo ], No Especificado",MASCULINO,SUBSIDIADO,18-28,1
2024-02,SANTUARIO,Trastorno Obsesivo-Compulsivo,FEMENINO,SUBSIDIADO,29-59,1
2024-02,SANTUARIO,Trastornos Disociativos [ De Conversion ],FEMENINO,CONTRIBUTIVO,60+,1
2024-02,SANTUARIO,Trastornos Especificos De La Personalidad,FEMENINO,SUBSIDIADO,29-59,1
2024-02,SANTUARIO,Trastornos Generalizados Del Desarrollo,FEMENINO,SUBSIDIADO,12-17,1
2024-02,SANTUARIO,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cocaina,MASCULINO,SUBSIDIADO,18-28,1
2024-02,SANTUARIO,Trastornos Mentales Y Del Comportamiento Debidos Al Uso Del Alcohol,MASCULINO,SUBSIDIADO,29-59,1
2024-02,SANTUARIO,Traumatismo Superficial De La Muneca Y De La Mano,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,TORO,"Trastornos De La Personalidad Y Del Comportamiento Debidos A Enfermedad, Lesion O Disfuncion Cerebral",FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,ULLOA,Otros Examenes Especiales Personas Sin Quejas O Sin Diagnostico Informado,MASCULINO,SUBSIDIADO,60+,1
2024-02,ULLOA,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,60+,2
2024-02,ULLOA,"Trastorno Del Humor [ Afectivo ], No Especificado",MASCULINO,SUBSIDIADO,60+,1
2024-02,ULLOA,Trastorno Depresivo Recurrente,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,VITERBO,Dolor Abdominal Y Pelvico,MASCULINO,OTRO,29-59,1
2024-02,VITERBO,Dolor No Clasificadas En Otra Parte,MASCULINO,CONTRIBUTIVO,29-59,1
2024-02,VITERBO,Episodio Depresivo,FEMENINO,SUBSIDIADO,29-59,1
2024-02,VITERBO,Obesidad,FEMENINO,SUBSIDIADO,29-59,2
2024-02,VITERBO,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,18-28,1
2024-02,VITERBO,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,VITERBO,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,60+,2
2024-02,VITERBO,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,18-28,2
2024-02,VITERBO,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,60+,1
2024-02,VITERBO,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,29-59,2
2024-02,VITERBO,Otros Trastornos De Ansiedad,MASCULINO,OTRO,29-59,1
2024-02,VITERBO,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,CONTRIBUTIVO,60+,1
2024-02,VITERBO,Problemas Relacionados Con Otras Circunstancias Psicosociales,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,VITERBO,"Psicosis De Origen No Organico, No Especificada",MASCULINO,OTRO,29-59,1
2024-02,VITERBO,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,SUBSIDIADO,18-28,1
2024-02,VITERBO,Reaccion Al Estres Grave Y Trastornos De Adaptacion,MASCULINO,CONTRIBUTIVO,29-59,2
2024-02,VITERBO,Retraso Mental Grave,MASCULINO,SUBSIDIADO,12-17,1
2024-02,VITERBO,Retraso Mental Moderado,MASCULINO,CONTRIBUTIVO,12-17,1
2024-02,VITERBO,Sintomas Y Signos Que Involucran Concernientes A La Alimentacion E Ingestion De Liquidos,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,VITERBO,Trastorno Afectivo Bipolar,FEMENINO,CONTRIBUTIVO,29-59,1
2024-02,VITERBO,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,1
2024-02,VITERBO,Trastorno Afectivo Bipolar,MASCULINO,CONTRIBUTIVO,12-17,1
2024-02,VITERBO,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,29-59,1
2024-02,VITERBO,Trastorno Depresivo Recurrente,FEMENINO,SUBSIDIADO,18-28,1
2024-02,VITERBO,Trastorno Depresivo Recurrente,MASCULINO,CONTRIBUTIVO,29-59,2
2024-02,VITERBO,"Trastorno Mental Organico O Sintomatico, No Especificado",MASCULINO,OTRO,29-59,1
2024-02,VITERBO,Trastornos De Los Habitos Y De Los Impulsos,FEMENINO,SUBSIDIADO,18-28,1
2024-02,VITERBO,Trastornos Delirantes Persistentes,MASCULINO,OTRO,29-59,1
2024-02,VITERBO,Trastornos Especificos Del Desarrollo De Las Habilidades Escolares,MASCULINO,SUBSIDIADO,6-11,1
2024-02,VITERBO,Trastornos Fobicos De Ansiedad,FEMENINO,CONTRIBUTIVO,12-17,1
2024-02,VITERBO,Trastornos Hipercineticos,MASCULINO,CONTRIBUTIVO,6-11,1
2024-03,ALCALA,Retraso Mental Leve,MASCULINO,SUBSIDIADO,12-17,1
2024-03,ALCALA,Trastornos Especificos Del Desarrollo De Las Habilidades Escolares,MASCULINO,SUBSIDIADO,6-11,1
2024-03,ANSERMA,Esquizofrenia,MASCULINO,SUBSIDIADO,29-59,1
2024-03,ANSERMA,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,60+,1
2024-03,ANSERMA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,29-59,1
2024-03,ANSERMA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,29-59,1
2024-03,ANSERMA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,29-59,1
2024-03,ANSERMA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,MASCULINO,CONTRIBUTIVO,12-17,1
2024-03,ANSERMA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,MASCULINO,CONTRIBUTIVO,29-59,1
2024-03,ANSERMA,"Trastorno Del Humor [ Afectivo ], No Especificado",FEMENINO,SUBSIDIADO,60+,1
2024-03,ANSERMA,Trastornos Hipercineticos,MASCULINO,CONTRIBUTIVO,6-11,1
2024-03,ANSERMANUEVO,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,29-59,1
2024-03,ANSERMANUEVO,Trastornos De La Conducta,FEMENINO,SUBSIDIADO,6-11,1
2024-03,ANSERMANUEVO,Trastornos De La Conducta,MASCULINO,SUBSIDIADO,6-11,1
2024-03,APIA,Caries Dental,MASCULINO,SUBSIDIADO,29-59,1
2024-03,APIA,Episodio Depresivo,MASCULINO,SUBSIDIADO,29-59,1
2024-03,APIA,Episodio Maniaco,MASCULINO,SUBSIDIADO,29-59,1
2024-03,APIA,Episodio Maniaco,MASCULINO,SUBSIDIADO,60+,1
2024-03,APIA,Esquizofrenia,FEMENINO,SUBSIDIADO,29-59,1
2024-03,APIA,Esquizofrenia,MASCULINO,SUBSIDIADO,29-59,2
2024-03,APIA,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,18-28,1
2024-03,APIA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,12-17,1
2024-03,APIA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,29-59,2
2024-03,APIA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,29-59,1
2024-03,APIA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,12-17,2
2024-03,APIA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,MASCULINO,SUBSIDIADO,12-17,3
2024-03,APIA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,SUBSIDIADO,60+,1
2024-03,APIA,Problemas Relacionados Con La Educacion Y La Alfabetizacion,MASCULINO,SUBSIDIADO,12-17,1
2024-03,APIA,"Psicosis De Origen No Organico, No Especificada",MASCULINO,SUBSIDIADO,18-28,1
2024-03,APIA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,SUBSIDIADO,60+,1
2024-03,APIA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,MASCULINO,CONTRIBUTIVO,29-59,1
2024-03,APIA,Retraso Mental Moderado,FEMENINO,SUBSIDIADO,18-28,1
2024-03,APIA,Retraso Mental Moderado,FEMENINO,SUBSIDIADO,60+,1
2024-03,APIA,Retraso Mental Moderado,MASCULINO,SUBSIDIADO,6-11,1
2024-03,APIA,Retraso Mental No Especificado,FEMENINO,SUBSIDIADO,60+,1
2024-03,APIA,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,3
2024-03,APIA,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,18-28,1
2024-03,APIA,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,29-59,2
2024-03,APIA,Trastorno Afectivo Bipolar,MASCULINO,SUBSIDIADO,60+,1
2024-03,APIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas,MASCULINO,SUBSIDIADO,29-59,2
2024-03,APIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas,MASCULINO,SUBSIDIADO,60+,1
2024-03,APIA,Trastornos Psicoticos Agudos Y Transitorios,FEMENINO,SUBSIDIADO,29-59,1
2024-03,APIA,Trastornos Psicoticos Agudos Y Transitorios,MASCULINO,SUBSIDIADO,18-28,1
2024-03,ARMENIA,"Enfermedad Por Virus De La Inmunodeficiencia Humana [ Vih ], Sin Otra Especificacion",FEMENINO,SUBSIDIADO,29-59,1
2024-03,ARMENIA,Esquizofrenia,MASCULINO,SUBSIDIADO,29-59,1
2024-03,ARMENIA,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,2
2024-03,ARMENIA,Trastornos Hipercineticos,MASCULINO,SUBSIDIADO,6-11,1
2024-03,ARMENIA,Trastornos Mentales Y Del Comportamiento Debidos Al Uso Del Tabaco,MASCULINO,SUBSIDIADO,29-59,1
2024-03,ARMENIA,Trastornos No Organicos Del Sueno,FEMENINO,SUBSIDIADO,29-59,1
2024-03,BALBOA,Disfuncion Sexual No Ocasionada Por Trastornos Ni Enfermedades Organicos,MASCULINO,SUBSIDIADO,60+,1
2024-03,BALBOA,Dolor Abdominal Y Pelvico,FEMENINO,SUBSIDIADO,29-59,1
2024-03,BALBOA,Dolor No Clasificadas En Otra Parte,FEMENINO,CONTRIBUTIVO,29-59,1
2024-03,BALBOA,Episodio Depresivo,FEMENINO,SUBSIDIADO,29-59,1
2024-03,BALBOA,Obesidad,FEMENINO,CONTRIBUTIVO,29-59,1
2024-03,BALBOA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,60+,1
2024-03,BALBOA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,12-17,1
2024-03,BALBOA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,29-59,1
2024-03,BALBOA,Otros Trastornos Funcionales Del Intestino,FEMENINO,SUBSIDIADO,29-59,1
2024-03,BALBOA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,SUBSIDIADO,60+,1
2024-03,BALBOA,Retraso Mental Moderado,FEMENINO,SUBSIDIADO,12-17,1
2024-03,BALBOA,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,29-59,1
2024-03,BALBOA,Trastorno Afectivo Bipolar,FEMENINO,SUBSIDIADO,60+,3
2024-03,BALBOA,Trastorno Depresivo Recurrente,FEMENINO,CONTRIBUTIVO,29-59,1
2024-03,BALBOA,Trastorno Depresivo Recurrente,FEMENINO,SUBSIDIADO,18-28,1
2024-03,BALBOA,Trastornos Del Sueno,FEMENINO,CONTRIBUTIVO,29-59,1
2024-03,BALBOA,Trastornos Fobicos De Ansiedad,MASCULINO,CONTRIBUTIVO,12-17,1
2024-03,BELALCAZAR,Demencia No Especificada,FEMENINO,SUBSIDIADO,60+,1
2024-03,BELALCAZAR,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,60+,1
2024-03,BELALCAZAR,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,29-59,1
2024-03,BELALCAZAR,Problemas Relacionados Con El Ambiente Social,FEMENINO,CONTRIBUTIVO,60+,1
2024-03,BELALCAZAR,Trastorno Depresivo Recurrente,FEMENINO,CONTRIBUTIVO,60+,1
2024-03,BELEN DE UMBRIA,"Delirio, No Inducido Por El Alcohol O Por Otras Sustancias Psicoactivas",FEMENINO,CONTRIBUTIVO,60+,1
2024-03,BELEN DE UMBRIA,Demencia En La Enfermedad De Alzheimer,FEMENINO,CONTRIBUTIVO,60+,1
